what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.equinox.p2.core,2.0.0.v20100510,"org.eclipse.equinox.p2.core",1418157982748
started,bundle,org.eclipse.equinox.p2.directorywatcher,1.0.200.v20100601,"org.eclipse.equinox.p2.directorywatcher",1418157982748
started,bundle,org.eclipse.equinox.p2.engine,2.0.0.v20100606,"org.eclipse.equinox.p2.engine",1418157982779
started,bundle,org.eclipse.equinox.p2.metadata,2.0.0.v20100601,"org.eclipse.equinox.p2.metadata",1418157982779
started,bundle,org.eclipse.equinox.p2.metadata.repository,1.1.0.v20100513,"org.eclipse.equinox.p2.metadata.repository",1418157982779
started,bundle,org.eclipse.equinox.p2.operations,2.0.0.v20100510,"org.eclipse.equinox.p2.operations",1418157982779
started,bundle,org.eclipse.equinox.p2.reconciler.dropins,1.1.0.v20100525,"org.eclipse.equinox.p2.reconciler.dropins",1418157982779
started,bundle,org.eclipse.equinox.p2.repository,2.0.0.v20100519,"org.eclipse.equinox.p2.repository",1418157982779
started,bundle,org.eclipse.equinox.p2.ui.sdk.scheduler,1.0.0.v20100507-1815,"org.eclipse.equinox.p2.ui.sdk.scheduler",1418157982779
started,bundle,org.eclipse.equinox.p2.updatechecker,1.1.100.v20100503a,"org.eclipse.equinox.p2.updatechecker",1418157982779
started,bundle,org.eclipse.equinox.preferences,3.3.0.v20100503,"org.eclipse.equinox.preferences",1418157982779
started,bundle,org.eclipse.equinox.registry,3.5.0.v20100503,"org.eclipse.equinox.registry",1418157982779
started,bundle,org.eclipse.equinox.security,1.0.200.v20100503,"org.eclipse.equinox.security",1418157982779
started,bundle,org.eclipse.equinox.util,1.0.200.v20100503,"org.eclipse.equinox.util",1418157982779
started,bundle,org.eclipse.help,3.5.0.v20100524,"org.eclipse.help",1418157982811
started,bundle,org.eclipse.jdt.core,3.6.0.v_A58,"org.eclipse.jdt.core",1418157982842
started,bundle,org.eclipse.jdt.core.manipulation,1.3.0.v20100520-0800,"org.eclipse.jdt.core.manipulation",1418157982842
started,bundle,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui",1418157982842
started,bundle,org.eclipse.jface,3.6.0.I20100601-0800,"org.eclipse.jface",1418157982842
started,bundle,org.eclipse.jsch.core,1.1.200.I20100505-1245,"org.eclipse.jsch.core",1418157982842
started,bundle,org.eclipse.ltk.core.refactoring,3.5.100.v20100526-0800,"org.eclipse.ltk.core.refactoring",1418157982842
started,bundle,org.eclipse.mylyn.commons.net,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.commons.net",1418157982842
started,bundle,org.eclipse.mylyn.monitor.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.monitor.ui",1418157982842
started,bundle,org.eclipse.search,3.6.0.v20100520-0800,"org.eclipse.search",1418157982904
started,bundle,org.eclipse.team.core,3.5.100.I20100527-0800,"org.eclipse.team.core",1418157982904
started,bundle,org.eclipse.team.cvs.core,3.3.300.I20100526-0800,"org.eclipse.team.cvs.core",1418157982904
started,bundle,org.eclipse.team.cvs.ui,3.3.300.I20100526-0800,"org.eclipse.team.cvs.ui",1418157982904
started,bundle,org.eclipse.team.ui,3.5.100.I20100527-0800,"org.eclipse.team.ui",1418157982904
started,bundle,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui",1418157982904
started,bundle,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console",1418157982904
started,bundle,org.eclipse.ui.editors,3.6.0.v20100520-0800,"org.eclipse.ui.editors",1418157982904
started,bundle,org.eclipse.ui.forms,3.5.0.v20100427,"org.eclipse.ui.forms",1418157982904
started,bundle,org.eclipse.ui.ide,3.6.0.I20100601-0800,"org.eclipse.ui.ide",1418157982904
started,bundle,org.eclipse.ui.navigator,3.5.0.I20100601-0800,"org.eclipse.ui.navigator",1418157982904
started,bundle,org.eclipse.ui.navigator.resources,3.4.200.I20100601-0800,"org.eclipse.ui.navigator.resources",1418157982904
started,bundle,org.eclipse.ui.net,1.2.100.I20100505-1245,"org.eclipse.ui.net",1418157982904
started,bundle,org.eclipse.ui.views,3.5.0.I20100527-0800,"org.eclipse.ui.views",1418157982904
started,bundle,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"org.eclipse.ui.workbench",1418157982904
started,bundle,org.eclipse.ui.workbench.texteditor,3.6.0.v20100520-0800,"org.eclipse.ui.workbench.texteditor",1418157982904
started,bundle,com.python.pydev,3.9.0.201411111611,"com.python.pydev",1418157982951
started,bundle,com.python.pydev.analysis,3.9.0.201411111611,"com.python.pydev.analysis",1418157982998
started,bundle,com.python.pydev.codecompletion,3.9.0.201411111611,"com.python.pydev.codecompletion",1418157982998
started,bundle,com.python.pydev.refactoring,3.9.0.201411111611,"com.python.pydev.refactoring",1418157983092
started,bundle,org.python.pydev,3.9.0.201411111611,"org.python.pydev",1418157983186
started,bundle,org.python.pydev.core,3.9.0.201411111611,"org.python.pydev.core",1418157983186
started,bundle,org.python.pydev.debug,3.9.0.201411111611,"org.python.pydev.debug",1418157983201
started,bundle,org.python.pydev.django,3.9.0.201411111611,"org.python.pydev.django",1418157983201
started,bundle,org.python.pydev.jython,3.9.0.201411111611,"org.python.pydev.jython",1418157983248
started,bundle,org.python.pydev.parser,3.9.0.201411111611,"org.python.pydev.parser",1418157983264
started,bundle,org.python.pydev.refactoring,3.9.0.201411111611,"org.python.pydev.refactoring",1418157983264
started,bundle,org.python.pydev.shared_core,3.9.0.201411111611,"org.python.pydev.shared_core",1418157983295
started,bundle,org.python.pydev.shared_interactive_console,3.9.0.201411111611,"org.python.pydev.shared_interactive_console",1418157983326
started,bundle,org.python.pydev.shared_ui,3.9.0.201411111611,"org.python.pydev.shared_ui",1418157983342
started,bundle,org.eclipse.mylyn.context.core,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.context.core",1418157983342
os,sysinfo,,,"win32",1418157983342
arch,sysinfo,,,"x86_64",1418157983342
ws,sysinfo,,,"win32",1418157983342
locale,sysinfo,,,"es_CO",1418157983342
processors,sysinfo,,,"4",1418157983342
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1418157983342
java.runtime.version,sysinfo,,,"1.7.0_25-b17",1418157983342
java.specification.name,sysinfo,,,"Java Platform API Specification",1418157983342
java.specification.vendor,sysinfo,,,"Oracle Corporation",1418157983342
java.specification.version,sysinfo,,,"1.7",1418157983342
java.vendor,sysinfo,,,"Oracle Corporation",1418157983342
java.version,sysinfo,,,"1.7.0_25",1418157983342
java.vm.info,sysinfo,,,"mixed mode",1418157983342
java.vm.name,sysinfo,,,"Java HotSpot(TM) 64-Bit Server VM",1418157983342
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1418157983342
java.vm.specification.vendor,sysinfo,,,"Oracle Corporation",1418157983342
java.vm.specification.version,sysinfo,,,"1.7",1418157983342
java.vm.vendor,sysinfo,,,"Oracle Corporation",1418157983342
java.vm.version,sysinfo,,,"23.25-b01",1418157983342
started,bundle,org.eclipse.mylyn.context.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.context.ui",1418157983357
started,bundle,org.eclipse.mylyn.tasks.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.tasks.ui",1418157983451
started,bundle,org.eclipse.mylyn.team.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.team.ui",1418157983467
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1418157983576
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1418157983717
started,bundle,org.eclipse.update.core,3.2.400.v20100512,"org.eclipse.update.core",1418157983732
stopped,bundle,com.python.pydev.debug,3.9.0.201411111611,"com.python.pydev.debug",1418157983795
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.ui.workbench"".",1418157983811
error,log,,,"Unhandled Exception",1418157983811
error,log,,,"Unable to execute early startup code for an extension",1418157983826
started,bundle,org.eclipse.ltk.ui.refactoring,3.5.0.v20100526-0800,"org.eclipse.ltk.ui.refactoring",1418158007014
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1418158030718
started,bundle,org.eclipse.mylyn.java.tasks,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.java.tasks",1418158046938
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1418158047344
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1418158066110
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1418158075944
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1418158104899
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1418158109290
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1418228082289
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1418228117429
activated,editor,org.python.pydev,3.9.0.201411111611,"org.python.pydev.editor.PythonEditor",1418228131936
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1418228157637
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1418228159434
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1418228163329
activated,editor,org.python.pydev,3.9.0.201411111611,"org.python.pydev.editor.PythonEditor",1418228167064
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1418228343915
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1418228388138
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1418228388810
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1418228909592
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1418228911751
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1418240555303
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1418240556118
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1418240695864
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1418240703115
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1418240704046
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1418242467730
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1418242472572
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1418242484415
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1418242484609
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1418242484614
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1418242490760
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.cut",1418242498309
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1418242499646
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1418242508707
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1418242512212
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.undo",1418242530818
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.undo",1418242531267
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1418242533298
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1418242536870
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1418242543580
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1418242555094
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1418244980342
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1418244980458
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1418244981423
closed,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1418244981986
stopped,bundle,org.eclipse.mylyn.ide.ant,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.ide.ant",1418244984612
stopped,bundle,org.eclipse.ant.ui,3.5.0.v20100427,"org.eclipse.ant.ui",1418244984612
stopped,bundle,org.eclipse.ant.launching,1.0.0.v20100427,"org.eclipse.ant.launching",1418244984612
stopped,bundle,org.eclipse.compare.win32,1.0.100.I20100505-1245,"org.eclipse.compare.win32",1418244984612
stopped,bundle,org.eclipse.equinox.p2.ui.sdk,1.0.100.v20100513,"org.eclipse.equinox.p2.ui.sdk",1418244984636
stopped,bundle,org.eclipse.mylyn.java.tasks,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.java.tasks",1418244984636
stopped,bundle,org.eclipse.mylyn.java.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.java.ui",1418244984636
stopped,bundle,org.eclipse.jdt.junit,3.6.0.v20100526-0800,"org.eclipse.jdt.junit",1418244984636
stopped,bundle,org.eclipse.jdt.apt.ui,3.3.300.v20100513-0845,"org.eclipse.jdt.apt.ui",1418244984636
stopped,bundle,org.eclipse.jdt.debug.ui,3.5.0.v20100602-0830,"org.eclipse.jdt.debug.ui",1418244984636
stopped,bundle,com.python.pydev.codecompletion,3.9.0.201411111611,"com.python.pydev.codecompletion",1418244984637
stopped,bundle,com.python.pydev.refactoring,3.9.0.201411111611,"com.python.pydev.refactoring",1418244984637
stopped,bundle,com.python.pydev.analysis,3.9.0.201411111611,"com.python.pydev.analysis",1418244984637
stopped,bundle,com.python.pydev.fastparser,3.9.0.201411111611,"com.python.pydev.fastparser",1418244984637
stopped,bundle,com.python.pydev,3.9.0.201411111611,"com.python.pydev",1418244984637
stopped,bundle,org.python.pydev.django,3.9.0.201411111611,"org.python.pydev.django",1418244984637
stopped,bundle,org.python.pydev.customizations,3.9.0.201411111611,"org.python.pydev.customizations",1418244984638
stopped,bundle,org.python.pydev.debug,3.9.0.201411111611,"org.python.pydev.debug",1418244984665
stopped,bundle,org.python.pydev.mylyn,0.4.0,"org.python.pydev.mylyn",1418244984665
stopped,bundle,org.python.pydev.refactoring,3.9.0.201411111611,"org.python.pydev.refactoring",1418244984665
stopped,bundle,org.python.pydev,3.9.0.201411111611,"org.python.pydev",1418244984841
stopped,bundle,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui",1418244984971
stopped,bundle,org.eclipse.wst.dtd.ui,1.0.500.v201004290328,"org.eclipse.wst.dtd.ui",1418244984971
stopped,bundle,org.eclipse.wst.xsd.ui,1.2.303.v201004290328,"org.eclipse.wst.xsd.ui",1418244984971
stopped,bundle,org.eclipse.wst.xml.ui,1.1.100.v201006030742,"org.eclipse.wst.xml.ui",1418244984971
stopped,bundle,org.eclipse.wst.common.ui,1.1.500.v200911190730,"org.eclipse.wst.common.ui",1418244984971
stopped,bundle,org.eclipse.wst.sse.ui,1.2.0.v201006030742,"org.eclipse.wst.sse.ui",1418244984971
stopped,bundle,org.eclipse.search,3.6.0.v20100520-0800,"org.eclipse.search",1418244985051
stopped,bundle,org.eclipse.mylyn.team.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.team.ui",1418244985053
stopped,bundle,org.eclipse.ui.navigator.resources,3.4.200.I20100601-0800,"org.eclipse.ui.navigator.resources",1418244985053
stopped,bundle,org.eclipse.ltk.ui.refactoring,3.5.0.v20100526-0800,"org.eclipse.ltk.ui.refactoring",1418244985054
stopped,bundle,org.eclipse.mylyn.bugzilla.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.bugzilla.ui",1418244985055
stopped,bundle,org.eclipse.mylyn.ide.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.ide.ui",1418244985055
stopped,bundle,org.eclipse.mylyn.resources.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.resources.ui",1418244985055
stopped,bundle,org.eclipse.mylyn.wikitext.tasks.ui,1.3.0.v20100608-0100-e3x,"org.eclipse.mylyn.wikitext.tasks.ui",1418244985055
stopped,bundle,org.eclipse.mylyn.context.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.context.ui",1418244985058
stopped,bundle,org.eclipse.mylyn.help.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.help.ui",1418244985058
stopped,bundle,org.eclipse.mylyn.tasks.bugs,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.tasks.bugs",1418244985058
stopped,bundle,org.eclipse.mylyn.tasks.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.tasks.ui",1418244985060
stopped,bundle,org.eclipse.team.cvs.ui,3.3.300.I20100526-0800,"org.eclipse.team.cvs.ui",1418244985063
stopped,bundle,org.eclipse.team.ui,3.5.100.I20100527-0800,"org.eclipse.team.ui",1418244985064
stopped,bundle,org.eclipse.compare,3.5.100.I20100526-0800,"org.eclipse.compare",1418244985064
stopped,bundle,org.eclipse.ui.externaltools,3.2.0.v20100427,"org.eclipse.ui.externaltools",1418244985064
stopped,bundle,org.python.pydev.shared_interactive_console,3.9.0.201411111611,"org.python.pydev.shared_interactive_console",1418244985064
stopped,bundle,org.python.pydev.jython,3.9.0.201411111611,"org.python.pydev.jython",1418244985065
stopped,bundle,org.python.pydev.parser,3.9.0.201411111611,"org.python.pydev.parser",1418244985065
stopped,bundle,org.python.pydev.core,3.9.0.201411111611,"org.python.pydev.core",1418244985065
stopped,bundle,org.python.pydev.shared_ui,3.9.0.201411111611,"org.python.pydev.shared_ui",1418244985065
stopped,bundle,org.eclipse.debug.ui,3.6.0.v20100601-1530,"org.eclipse.debug.ui",1418244985154
stopped,bundle,org.eclipse.mylyn.wikitext.ui,1.3.0.v20100608-0100-e3x,"org.eclipse.mylyn.wikitext.ui",1418244985154
stopped,bundle,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console",1418244985154
stopped,bundle,org.eclipse.mylyn.commons.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.commons.ui",1418244985155
stopped,bundle,org.eclipse.ui.editors,3.6.0.v20100520-0800,"org.eclipse.ui.editors",1418244985155
stopped,bundle,org.eclipse.wst.common.snippets,1.2.0.v201004290255,"org.eclipse.wst.common.snippets",1418244985155
stopped,bundle,org.eclipse.ui.workbench.texteditor,3.6.0.v20100520-0800,"org.eclipse.ui.workbench.texteditor",1418244985155
stopped,bundle,org.eclipse.compare.core,3.5.100.I20100526-0800,"org.eclipse.compare.core",1418244985155
stopped,bundle,org.eclipse.emf.edit.ui,2.6.0.v20100614-1136,"org.eclipse.emf.edit.ui",1418244985155
stopped,bundle,org.eclipse.gef,3.6.0.v20100525-1225,"org.eclipse.gef",1418244985156
stopped,bundle,org.eclipse.emf.common.ui,2.6.0.v20100614-1136,"org.eclipse.emf.common.ui",1418244985156
stopped,bundle,org.eclipse.epp.mpc.ui,1.0.0.v20100611-0430,"org.eclipse.epp.mpc.ui",1418244985156
stopped,bundle,org.eclipse.epp.usagedata.ui,1.3.0.R201005261100,"org.eclipse.epp.usagedata.ui",1418244985156
activated,perspective,org.python.pydev,,"org.python.pydev.ui.PythonPerspective",1418313628786
started,bundle,org.eclipse.osgi,3.6.0.v20100517,"org.eclipse.osgi",1418313628786
started,bundle,org.eclipse.equinox.simpleconfigurator,1.0.200.v20100503,"org.eclipse.equinox.simpleconfigurator",1418313628786
started,bundle,com.ibm.icu,4.2.1.v20100412,"com.ibm.icu",1418313628786
started,bundle,org.eclipse.compare.core,3.5.100.I20100526-0800,"org.eclipse.compare.core",1418313628786
started,bundle,org.eclipse.core.contenttype,3.4.100.v20100505-1235,"org.eclipse.core.contenttype",1418313628786
started,bundle,org.eclipse.core.databinding.observable,1.3.0.I20100601-0800,"org.eclipse.core.databinding.observable",1418313628786
started,bundle,org.eclipse.core.expressions,3.4.200.v20100505,"org.eclipse.core.expressions",1418313628786
started,bundle,org.eclipse.core.filebuffers,3.5.100.v20100520-0800,"org.eclipse.core.filebuffers",1418313628786
started,bundle,org.eclipse.core.filesystem,1.3.0.v20100526-0737,"org.eclipse.core.filesystem",1418313628786
started,bundle,org.eclipse.core.jobs,3.5.0.v20100515,"org.eclipse.core.jobs",1418313628786
started,bundle,org.eclipse.core.net,1.2.100.I20100511-0800,"org.eclipse.core.net",1418313628786
started,bundle,org.eclipse.core.resources,3.6.0.v20100526-0737,"org.eclipse.core.resources",1418313628786
started,bundle,org.eclipse.core.runtime,3.6.0.v20100505,"org.eclipse.core.runtime",1418313628786
started,bundle,org.eclipse.core.runtime.compatibility,3.2.100.v20100505,"org.eclipse.core.runtime.compatibility",1418313628786
started,bundle,org.eclipse.core.runtime.compatibility.auth,3.2.200.v20100517,"org.eclipse.core.runtime.compatibility.auth",1418313628786
started,bundle,org.eclipse.core.variables,3.2.400.v20100505,"org.eclipse.core.variables",1418313628786
started,bundle,org.eclipse.debug.core,3.6.0.v20100519,"org.eclipse.debug.core",1418313628786
started,bundle,org.eclipse.debug.ui,3.6.0.v20100601-1530,"org.eclipse.debug.ui",1418313628786
started,bundle,org.eclipse.epp.usagedata.gathering,1.3.0.R201005261100,"org.eclipse.epp.usagedata.gathering",1418313628786
started,bundle,org.eclipse.epp.usagedata.recording,1.3.0.R201005261100,"org.eclipse.epp.usagedata.recording",1418313628786
started,bundle,org.eclipse.equinox.app,1.3.0.v20100512,"org.eclipse.equinox.app",1418313628786
started,bundle,org.eclipse.equinox.common,3.6.0.v20100503,"org.eclipse.equinox.common",1418313628786
started,bundle,org.eclipse.equinox.ds,1.2.0.v20100507,"org.eclipse.equinox.ds",1418313628786
started,bundle,org.eclipse.equinox.event,1.2.0.v20100503,"org.eclipse.equinox.event",1418313628786
started,bundle,org.eclipse.equinox.p2.core,2.0.0.v20100510,"org.eclipse.equinox.p2.core",1418313628786
started,bundle,org.eclipse.equinox.p2.directorywatcher,1.0.200.v20100601,"org.eclipse.equinox.p2.directorywatcher",1418313628786
started,bundle,org.eclipse.equinox.p2.engine,2.0.0.v20100606,"org.eclipse.equinox.p2.engine",1418313628786
started,bundle,org.eclipse.equinox.p2.metadata,2.0.0.v20100601,"org.eclipse.equinox.p2.metadata",1418313628786
started,bundle,org.eclipse.equinox.p2.operations,2.0.0.v20100510,"org.eclipse.equinox.p2.operations",1418313628786
started,bundle,org.eclipse.equinox.p2.reconciler.dropins,1.1.0.v20100525,"org.eclipse.equinox.p2.reconciler.dropins",1418313628786
started,bundle,org.eclipse.equinox.preferences,3.3.0.v20100503,"org.eclipse.equinox.preferences",1418313628786
started,bundle,org.eclipse.equinox.registry,3.5.0.v20100503,"org.eclipse.equinox.registry",1418313628786
started,bundle,org.eclipse.equinox.security,1.0.200.v20100503,"org.eclipse.equinox.security",1418313628786
started,bundle,org.eclipse.equinox.util,1.0.200.v20100503,"org.eclipse.equinox.util",1418313628786
started,bundle,org.eclipse.help,3.5.0.v20100524,"org.eclipse.help",1418313628880
started,bundle,org.eclipse.jdt.core,3.6.0.v_A58,"org.eclipse.jdt.core",1418313628896
started,bundle,org.eclipse.jdt.core.manipulation,1.3.0.v20100520-0800,"org.eclipse.jdt.core.manipulation",1418313628896
started,bundle,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui",1418313629021
started,bundle,org.eclipse.jface,3.6.0.I20100601-0800,"org.eclipse.jface",1418313629036
started,bundle,org.eclipse.ltk.core.refactoring,3.5.100.v20100526-0800,"org.eclipse.ltk.core.refactoring",1418313629036
started,bundle,org.eclipse.search,3.6.0.v20100520-0800,"org.eclipse.search",1418313629099
started,bundle,org.eclipse.team.core,3.5.100.I20100527-0800,"org.eclipse.team.core",1418313629271
started,bundle,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui",1418313629474
started,bundle,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console",1418313629474
started,bundle,org.eclipse.ui.editors,3.6.0.v20100520-0800,"org.eclipse.ui.editors",1418313629474
started,bundle,org.eclipse.ui.forms,3.5.0.v20100427,"org.eclipse.ui.forms",1418313629474
started,bundle,org.eclipse.ui.ide,3.6.0.I20100601-0800,"org.eclipse.ui.ide",1418313629755
started,bundle,org.eclipse.ui.navigator,3.5.0.I20100601-0800,"org.eclipse.ui.navigator",1418313629755
started,bundle,org.eclipse.ui.navigator.resources,3.4.200.I20100601-0800,"org.eclipse.ui.navigator.resources",1418313629755
started,bundle,org.eclipse.ui.net,1.2.100.I20100505-1245,"org.eclipse.ui.net",1418313629755
started,bundle,org.eclipse.ui.views,3.5.0.I20100527-0800,"org.eclipse.ui.views",1418313629755
started,bundle,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"org.eclipse.ui.workbench",1418313629818
started,bundle,org.eclipse.ui.workbench.texteditor,3.6.0.v20100520-0800,"org.eclipse.ui.workbench.texteditor",1418313629865
started,bundle,com.python.pydev,3.9.0.201411111611,"com.python.pydev",1418313630021
started,bundle,com.python.pydev.analysis,3.9.0.201411111611,"com.python.pydev.analysis",1418313630271
started,bundle,com.python.pydev.codecompletion,3.9.0.201411111611,"com.python.pydev.codecompletion",1418313630490
started,bundle,com.python.pydev.refactoring,3.9.0.201411111611,"com.python.pydev.refactoring",1418313630740
started,bundle,org.python.pydev,3.9.0.201411111611,"org.python.pydev",1418313630849
started,bundle,org.python.pydev.core,3.9.0.201411111611,"org.python.pydev.core",1418313630974
started,bundle,org.python.pydev.debug,3.9.0.201411111611,"org.python.pydev.debug",1418313631037
started,bundle,org.python.pydev.django,3.9.0.201411111611,"org.python.pydev.django",1418313631224
started,bundle,org.python.pydev.jython,3.9.0.201411111611,"org.python.pydev.jython",1418313631552
started,bundle,org.python.pydev.parser,3.9.0.201411111611,"org.python.pydev.parser",1418313631724
started,bundle,org.python.pydev.refactoring,3.9.0.201411111611,"org.python.pydev.refactoring",1418313631880
started,bundle,org.python.pydev.shared_core,3.9.0.201411111611,"org.python.pydev.shared_core",1418313631943
started,bundle,org.python.pydev.shared_interactive_console,3.9.0.201411111611,"org.python.pydev.shared_interactive_console",1418313632052
started,bundle,org.python.pydev.shared_ui,3.9.0.201411111611,"org.python.pydev.shared_ui",1418313632177
os,sysinfo,,,"win32",1418313632255
arch,sysinfo,,,"x86_64",1418313632255
ws,sysinfo,,,"win32",1418313632255
locale,sysinfo,,,"es_CO",1418313632255
processors,sysinfo,,,"4",1418313632255
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1418313632255
java.runtime.version,sysinfo,,,"1.7.0_25-b17",1418313632255
